id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
301,19710,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
302,22748,,5352.07,nan,fecha_nula_o_invalida
303,1719,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
305,13740,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
309,22223,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
310,18660,,7735.22,nan,fecha_nula_o_invalida
312,15669,2026-02-05,,Abierto,monto_siniestro_no_valido
313,12886,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
314,6169,2025-08-08,,Cerrado,monto_siniestro_no_valido
316,19243,,2098.28,nan,fecha_nula_o_invalida
317,7504,2025-12-06,,nan,monto_siniestro_no_valido
318,18504,,14001.5,Cerrado,fecha_nula_o_invalida
319,4709,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
320,17508,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
321,15003,,4359.69,Abierto,fecha_nula_o_invalida
322,19178,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
323,17082,2025-05-11,,nan,monto_siniestro_no_valido
325,25648,2025-11-14,,nan,monto_siniestro_no_valido
328,19746,,6693.43,Abierto,fecha_nula_o_invalida
329,23344,,10541.76,Abierto,fecha_nula_o_invalida
330,13177,2025-03-09,,nan,monto_siniestro_no_valido
331,16704,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
333,21160,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
334,12046,,2537.12,Abierto,fecha_nula_o_invalida
336,23055,2025-12-29,,nan,monto_siniestro_no_valido
337,15288,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
338,13062,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
340,4853,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
341,21940,2025-03-23,,nan,monto_siniestro_no_valido
342,5070,,6723.23,nan,fecha_nula_o_invalida
343,25543,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
344,9611,,2147.03,Cerrado,fecha_nula_o_invalida
345,5702,,10398.23,Abierto,fecha_nula_o_invalida
346,16953,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
347,18616,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
348,3786,2026-02-09,,nan,monto_siniestro_no_valido
349,18539,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
351,4779,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
352,5401,2025-11-09,,Rechazado,monto_siniestro_no_valido
353,21230,2025-10-14,,Abierto,monto_siniestro_no_valido
354,23874,,12544.63,Rechazado,fecha_nula_o_invalida
355,23407,2025-08-09,,Cerrado,monto_siniestro_no_valido
356,21703,2025-08-01,,Abierto,monto_siniestro_no_valido
357,3742,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
358,5810,2025-11-18,,nan,monto_siniestro_no_valido
359,12112,,2073.55,Abierto,fecha_nula_o_invalida
360,24056,,7083.76,Rechazado,fecha_nula_o_invalida
361,16268,,13927.17,Abierto,fecha_nula_o_invalida
362,18426,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
364,16748,2025-08-24,,nan,monto_siniestro_no_valido
367,942,2025-07-05,,Abierto,monto_siniestro_no_valido
368,14823,,1629.44,Abierto,fecha_nula_o_invalida
369,15818,,434.28,Abierto,fecha_nula_o_invalida
370,20114,2026-02-14,,Abierto,monto_siniestro_no_valido
372,941,,10846.29,Abierto,fecha_nula_o_invalida
373,16241,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
374,24381,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
375,3784,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
377,19938,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
379,19394,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
380,19177,2025-11-20,,nan,monto_siniestro_no_valido
381,18189,2026-01-31,,Cerrado,monto_siniestro_no_valido
382,13149,,5788.34,nan,fecha_nula_o_invalida
383,3726,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
386,20394,2026-01-19,,nan,monto_siniestro_no_valido
389,21668,,11042.25,Abierto,fecha_nula_o_invalida
390,840,,10747.46,Abierto,fecha_nula_o_invalida
391,24690,,5736.62,nan,fecha_nula_o_invalida
392,20920,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
393,19824,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
394,7220,2025-07-25,,nan,monto_siniestro_no_valido
396,986,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
397,22624,2025-06-14,,Cerrado,monto_siniestro_no_valido
398,10478,2025-08-24,,Abierto,monto_siniestro_no_valido
399,1386,,1160.69,Abierto,fecha_nula_o_invalida
400,6936,2025-08-02,,nan,monto_siniestro_no_valido
401,12559,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
402,22663,2025-04-29,,nan,monto_siniestro_no_valido
403,9469,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
404,4048,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
405,17081,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
407,15499,2026-02-07,,Abierto,monto_siniestro_no_valido
408,15018,,13987.17,nan,fecha_nula_o_invalida
409,4598,,14385.55,Abierto,fecha_nula_o_invalida
410,20008,,908.44,nan,fecha_nula_o_invalida
411,15930,2025-09-21,,Abierto,monto_siniestro_no_valido
412,1661,2025-05-01,,Abierto,monto_siniestro_no_valido
413,15474,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
415,10705,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
416,1066,,2268.69,Rechazado,fecha_nula_o_invalida
417,24940,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
418,19027,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
419,11189,2025-07-19,,Cerrado,monto_siniestro_no_valido
420,15208,,14567.87,Rechazado,fecha_nula_o_invalida
421,5615,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
422,9973,2025-12-28,,Abierto,monto_siniestro_no_valido
423,11261,2025-03-24,,Abierto,monto_siniestro_no_valido
424,11599,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
426,24821,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
427,19205,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
428,20511,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
429,10083,2025-08-08,,nan,monto_siniestro_no_valido
430,9420,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
431,16556,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
432,3991,,12934.03,Cerrado,fecha_nula_o_invalida
434,9923,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
435,15659,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
436,4058,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
438,20439,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
439,23475,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
440,16397,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
442,25876,,147.22,Rechazado,fecha_nula_o_invalida
444,23715,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
445,7801,2025-01-27,,Rechazado,monto_siniestro_no_valido
446,849,,966.15,nan,fecha_nula_o_invalida
448,13756,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
449,10005,,9876.19,Abierto,fecha_nula_o_invalida
450,18661,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
453,14614,2025-12-10,,nan,monto_siniestro_no_valido
455,11674,2025-05-22,,Cerrado,monto_siniestro_no_valido
456,6812,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
457,4234,2025-10-22,,Rechazado,monto_siniestro_no_valido
458,22894,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
459,19084,,11662.9,nan,fecha_nula_o_invalida
460,9557,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
461,9517,2025-10-27,,nan,monto_siniestro_no_valido
462,1370,,2238.16,Rechazado,fecha_nula_o_invalida
463,1315,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
464,7665,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
465,4729,,13763.87,Cerrado,fecha_nula_o_invalida
466,19556,,929.56,Cerrado,fecha_nula_o_invalida
467,12477,,12448.85,Cerrado,fecha_nula_o_invalida
468,7145,2025-06-29,,Rechazado,monto_siniestro_no_valido
470,7885,,9856.68,Cerrado,fecha_nula_o_invalida
473,6110,2025-02-02,,Rechazado,monto_siniestro_no_valido
474,12213,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
475,13039,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
476,4147,2025-01-09,,Rechazado,monto_siniestro_no_valido
477,23464,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
479,4770,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
480,23674,,192.04,nan,fecha_nula_o_invalida
481,5991,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
482,18388,2025-11-03,,Cerrado,monto_siniestro_no_valido
483,1067,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
484,10177,,9795.3,Rechazado,fecha_nula_o_invalida
485,23236,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
486,16519,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
487,21900,2025-11-02,,Abierto,monto_siniestro_no_valido
488,7922,2025-08-05,,Abierto,monto_siniestro_no_valido
489,6169,2025-07-06,,Cerrado,monto_siniestro_no_valido
490,9596,,-6745.26,nan,"fecha_nula_o_invalida,monto_siniestro_invalido"
493,12637,2025-01-24,,nan,monto_siniestro_no_valido
494,4271,2025-09-12,,Cerrado,monto_siniestro_no_valido
495,3898,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
496,9321,,597.85,Abierto,fecha_nula_o_invalida
497,17866,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
498,16934,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
500,24173,2025-07-03,,Rechazado,monto_siniestro_no_valido
501,1935,,9456.55,Abierto,fecha_nula_o_invalida
