id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
297,2025-05-12,1573,79,4,10,1252.38,146.52,45753.53
305,2025-04-06,2007,76,12,12,142.86,161.2,8185.49
327,2025-06-30,184,7,8,6,256.39,36.77,17389.16
351,2025-07-26,2186,22,15,4,615.15,97.58,115731.56
352,2025-09-02,335,32,13,3,69.55,5.42,4481.9
370,2025-02-03,185,3,5,7,53.79,2.82,3905.87
395,2025-07-04,1038,46,12,4,1225.95,71.97,191272.59
399,2025-08-13,2988,14,9,4,308.81,24.4,44128.8
409,2025-04-12,686,26,1,9,-1075.26,65.95,105494.6
414,2025-08-15,2278,72,11,12,867.96,132.06,147649.9
415,2025-07-22,2645,56,8,11,344.91,46.82,65854.06
419,2025-03-01,111,71,13,6,942.78,142.54,116621.23
421,2025-11-23,1662,44,11,4,293.77,44.98,28807.95
427,2025-05-29,2943,35,9,5,1849.84,222.39,187959.06
484,2025-10-06,2805,11,4,9,1966.19,303.27,243726.68
487,2025-06-15,777,20,1,10,1838.94,325.9,250058.9
498,2025-06-07,843,7,14,11,188.47,19.55,17873.98
514,2026-01-18,687,3,5,1,1046.69,81.8,95894.63
515,2025-03-15,2136,23,11,7,1808.77,450.96,326950.13
516,2026-02-16,1576,7,4,4,1971.56,389.57,279818.51
517,2025-07-12,741,3,11,10,1840.16,124.09,192886.75
519,2025-04-14,1468,15,2,1,322.43,56.38,39773.58
520,2025-04-16,1496,9,5,11,1064.04,124.78,171718.88
534,2025-03-24,2027,7,5,12,449.49,73.78,76206.56
540,2025-11-29,2723,9,12,2,233.08,55.01,25744.38
550,2025-01-01,2740,18,1,4,1856.51,357.18,221118.7
561,2025-09-12,2867,25,1,9,244.84,21.87,15421.81
563,2025-01-29,1398,57,14,8,841.68,118.23,27662.38
584,2026-04-01,1556,18,15,5,591.04,143.55,56121.83
585,2025-06-28,230,23,15,11,583.92,133.94,93049.78
591,2025-01-25,2782,30,8,11,816.32,82.76,103919.46
610,2026-01-19,1252,20,8,4,1498.15,152.4,188713.37
619,2025-06-16,960,23,5,3,1273.06,229.64,183943.29
641,2025-12-06,1749,60,14,10,1292.44,294.27,124029.24
644,2025-05-07,1827,44,1,3,1990.49,361.62,226537.35
650,2025-09-16,2390,49,15,6,619.52,149.92,117620.78
660,2026-02-20,1890,50,5,12,859.64,159.62,162584.35
671,2025-01-26,2212,62,6,7,1493.07,319.17,283016.51
685,2025-06-21,46,8,11,11,620.06,154.51,86260.73
686,2025-11-10,3818,24,12,3,839.28,66.76,94857.83
690,2025-04-04,1981,67,15,6,487.57,79.88,81209.64
695,2025-02-28,68,37,2,6,165.57,23.74,31623.31
698,2025-11-29,1427,65,1,11,489.27,88.6,28382.47
704,2025-09-08,1148,47,1,9,166.86,27.17,18523.15
706,2025-05-26,1414,65,12,11,329.7,76.02,31168.43
711,2025-08-13,641,61,2,3,813.02,74.07,21034.0
720,2025-08-07,2627,13,13,4,707.83,170.65,30130.25
727,2025-04-21,3672,53,10,9,522.25,114.09,44237.52
733,2025-04-26,1495,77,6,2,970.09,132.36,82527.5
737,2025-04-02,1058,21,12,5,276.22,29.98,45596.72
778,2025-07-06,985,14,6,1,906.43,197.27,156863.2
780,2025-10-31,1718,37,6,11,1034.9,238.56,54231.24
783,2026-02-14,2061,64,9,1,1305.84,189.76,83446.95
784,2025-09-29,186,42,4,5,1720.11,206.62,208688.06
813,2025-07-18,2420,34,11,12,1399.88,186.19,55621.79
819,2025-03-04,1881,11,6,1,107.13,15.95,2410.69
820,2025-08-31,2268,33,3,9,603.7,74.58,61685.84
833,2025-06-26,1290,29,3,1,772.38,60.25,90000.78
849,2026-02-13,1113,69,4,4,547.21,125.87,42297.95
874,2025-06-15,1843,70,12,11,1836.94,406.66,241535.48
875,2025-04-04,1612,40,11,3,234.59,42.7,8016.21
879,2025-02-25,2781,76,9,11,487.84,73.85,41572.74
882,2025-07-14,1478,7,3,2,1615.12,339.75,260779.28
891,2026-07-01,571,76,11,8,985.4,108.56,155311.42
892,2025-10-11,1217,55,13,12,412.35,46.23,44262.23
899,2025-07-15,1828,67,2,5,84.64,6.93,9839.21
900,2025-08-04,1336,8,10,5,1356.71,113.33,225001.5
905,2025-10-11,630,36,11,1,547.14,98.22,58661.58
929,2025-03-27,1624,12,9,10,250.7,433.51,15178.48
969,2026-10-02,753,58,11,9,237.99,32.16,19683.43
971,2025-03-02,2782,74,5,7,1007.87,250.95,70400.82
976,2025-08-14,1195,40,9,10,1812.75,159.56,238384.37
985,2025-07-13,2974,7,9,12,1573.72,373.7,261731.15
991,2025-03-25,2205,80,15,12,591.77,64.87,71466.4
997,2025-12-21,1248,51,14,4,229.38,56.54,36697.87
1022,2025-04-04,1815,44,7,6,313.6,59.65,7679.78
1036,2025-03-30,1301,59,8,7,1099.82,238.57,148711.35
1038,2025-11-26,400,80,10,7,1470.37,259.13,88295.75
1044,2025-05-16,2156,20,7,3,904.25,209.02,54421.46
1061,2025-02-14,1114,75,10,11,1528.09,376.13,271303.82
1065,2025-12-03,2527,17,6,6,1989.19,459.36,311684.97
1068,2025-09-06,1184,59,7,4,1907.66,460.53,362277.16
1099,2025-08-29,2966,21,7,2,1005.27,237.75,161375.41
1105,2025-10-15,1976,47,10,6,165.43,31.41,8822.35
1116,2025-12-24,788,10,12,5,1839.16,155.59,46968.57
1128,2025-10-15,739,32,13,7,801.42,172.89,71909.43
1130,2025-12-04,2684,62,7,8,471.89,62.48,75226.19
1133,2026-01-19,1180,9,14,3,559.44,74.72,50707.0
1145,2025-01-07,650,37,15,10,373.58,55.08,70468.42
1154,2025-04-22,1594,9,5,3,1945.59,280.85,68516.48
1165,2025-03-26,1259,57,13,8,252.02,30.29,29984.51
1166,2025-04-19,1549,61,14,2,507.37,78.9,55376.53
1172,2025-02-19,3614,39,6,4,1129.4,100.1,203458.76
1184,2025-01-10,2557,50,5,4,1236.51,151.82,212721.14
1190,2025-09-02,98,28,8,8,451.99,30.06,13249.5
1200,2025-10-21,2085,11,6,6,705.5,113.14,89409.43
1208,2025-07-03,2866,48,15,10,1463.7,142.12,218372.94
1209,2026-01-14,2546,61,5,11,649.42,146.46,81046.75
1213,2026-01-02,2085,78,5,3,588.55,139.74,58549.45
1226,2025-03-15,2300,60,5,10,1865.79,316.23,148974.56
1230,2025-04-11,2698,76,10,8,158.6,11.76,28404.16
1243,2026-03-02,1238,43,14,3,412.07,50.22,27451.49
1257,2025-02-24,1239,42,4,12,865.55,60.56,51117.01
1258,2025-08-08,45,41,5,4,491.71,91.65,52680.81
1261,2025-09-09,1059,2,15,2,1234.69,97.25,105506.71
1269,2025-06-08,2959,5,10,7,952.09,121.75,72388.09
1277,2025-11-24,2319,32,14,5,1858.16,137.04,199489.12
1282,2025-11-07,182,77,11,1,1327.05,231.46,113779.99
1285,2025-09-10,1270,63,10,3,57.63,6.01,4953.81
1299,2025-10-03,2254,61,11,11,677.3,51.44,14401.14
1312,2025-02-27,141,38,3,11,0.0,433.88,220877.81
1316,2025-01-06,1873,49,7,5,1452.12,257.36,203597.86
1323,2025-05-21,402,24,5,8,318.02,30.5,55873.33
1324,2025-12-12,213,55,4,3,507.74,118.51,65368.28
1331,2025-01-26,601,39,14,2,1159.36,174.63,193327.62
1335,2026-01-17,2840,70,5,6,1030.69,230.0,62703.97
1352,2026-02-14,2860,30,8,4,1943.64,138.22,184465.0
1354,2025-07-13,385,1,9,6,1583.56,335.96,43362.05
1357,2026-01-16,622,47,2,10,793.21,162.29,146092.38
1372,2026-01-16,2481,18,2,6,175.49,31.78,22576.41
1380,2026-01-10,35,5,12,11,1276.23,96.44,105102.21
1392,2026-12-01,1447,60,12,9,1636.58,214.02,49161.91
1400,2025-08-05,2701,48,2,2,1729.67,390.26,134374.35
1403,2025-04-22,2519,72,11,3,256.18,19.32,20337.04
1406,2026-02-02,1879,18,10,12,1463.65,358.41,278056.34
1408,2026-01-19,459,67,3,12,157.19,8.24,22136.77
1410,2025-09-13,2934,80,8,9,1120.76,277.51,92953.74
1423,2025-08-25,396,60,2,3,178.38,29.99,34629.66
1434,2025-01-11,2527,45,1,9,819.49,66.21,122538.47
1449,2025-05-01,31,24,9,5,160.0,12.62,17670.8
1461,2026-02-18,469,45,11,11,1966.06,428.62,377346.56
1466,2025-09-17,1186,61,4,5,648.1,159.18,80348.11
1475,2025-08-28,2923,22,4,11,1776.48,2341.78,228713.76
1480,2025-03-22,1914,33,15,1,1416.28,96.23,195234.95
1540,2025-05-22,1474,1,1,5,252.79,31.04,35388.48
1546,2025-12-22,1871,12,14,3,1671.82,189.79,322752.21
1562,2025-08-17,1718,9,8,1,1213.55,151.02,44514.39
1565,2025-02-28,1848,41,9,10,398.8,93.4,23202.3
1574,2025-11-18,2523,65,11,8,1265.88,197.89,214633.24
1585,2025-09-02,2517,7,13,1,451.0,36.84,67905.76
1598,2025-10-18,181,51,7,6,163.66,21.37,18911.5
1610,2026-02-01,2980,77,10,12,1247.59,62.45,181067.31
1624,2025-10-03,1738,48,14,10,927.34,169.45,71920.47
1625,2025-06-12,140,53,9,3,424.68,83.32,68144.81
1626,2025-10-15,2049,52,14,6,925.15,128.92,125875.46
1635,2026-02-11,1236,80,2,6,1328.97,174.41,32202.48
1656,2026-02-08,2509,33,15,4,379.23,78.87,23423.44
1669,2025-09-26,192,78,15,2,115.25,5.89,14473.14
1675,2025-01-03,678,57,8,7,242.08,29.66,8997.29
1686,2025-09-24,1913,9,7,7,428.51,73.83,64001.48
1691,2025-02-16,1649,50,5,4,1976.69,360.58,108066.89
1693,2025-01-25,2599,15,12,2,1022.39,206.41,148052.79
1711,2025-06-23,909,33,11,4,891.72,90.68,86778.83
1722,2025-08-28,1557,63,14,8,592.42,80.97,37655.44
1728,2025-07-29,2843,37,3,6,585.3,108.5,83235.51
1744,2025-08-19,2936,32,15,8,344.89,22.68,59733.52
1745,2025-05-31,1966,32,6,2,134.11,17.93,19953.57
1757,2026-01-26,2038,62,13,4,809.7,1411.93,51381.92
1775,2025-06-17,2921,52,1,12,310.84,67.6,19315.0
1786,2025-06-14,851,34,8,10,924.5,175.26,33078.64
1787,2025-07-24,1677,12,8,9,75.5,14.61,12721.7
1807,2025-10-25,719,64,8,6,94.96,16.2,4402.06
1811,2026-02-16,1766,46,5,11,1600.17,354.1,293683.36
1814,2025-07-25,2482,49,15,2,218.47,35.17,28285.62
1817,2025-12-08,1013,23,8,12,255.47,60.84,37165.85
1823,2025-12-08,2122,36,6,9,637.57,54.42,31298.84
1824,2025-03-06,1376,23,8,10,424.3,82.88,70914.33
1832,2025-12-23,662,77,7,8,1019.78,151.25,78262.43
1833,2025-08-03,1639,30,4,5,410.3,62.54,10767.82
1843,2026-02-15,2054,73,11,4,1317.01,73.74,53666.7
1847,2025-10-02,2203,54,5,9,1403.23,149.43,278295.86
1853,2025-01-10,818,58,12,9,66.67,6.25,2288.15
1859,2025-07-10,606,56,9,4,220.73,35.26,31738.2
1868,2026-02-11,2906,70,11,2,163.19,11.21,31636.45
1891,2025-04-26,588,63,2,5,792.65,94.91,57831.15
1903,2025-05-24,1948,77,15,4,759.5,132.29,125741.94
1906,2025-10-29,1870,77,2,12,898.63,127.64,42295.24
1919,2025-12-26,1759,53,9,1,1005.73,227.23,40842.72
1946,2025-12-13,1224,53,12,2,85.68,16.13,7710.95
1959,2025-03-28,1978,66,5,12,190.64,41.81,26704.85
1970,2025-05-04,2285,29,4,7,807.81,143.68,128602.86
1985,2025-06-06,2629,15,5,5,314.28,19.25,35000.73
1987,2025-02-11,1777,62,2,3,508.66,52.42,73941.02
1988,2025-07-03,2236,14,14,4,872.75,114.8,43170.45
1991,2025-07-17,366,77,7,3,220.74,18.55,43252.05
2001,2026-01-17,2360,79,9,2,1798.58,409.57,58473.5
2002,2025-02-17,1583,61,3,8,154.29,12.19,11208.34
2005,2025-04-29,2079,61,11,7,0.0,56.32,129955.91
2008,2025-05-11,170,23,6,12,1135.0,171.67,96772.05
2031,2025-11-05,967,48,4,6,735.47,75.42,112737.46
2043,2025-12-13,217,16,15,5,395.95,92.56,32119.91
2051,2025-10-20,1693,20,14,1,118.78,10.27,7178.45
2053,2025-07-17,1718,18,5,5,-491.89,73.24,77321.52
2056,2025-08-11,304,80,1,1,1531.93,326.95,39181.21
2058,2026-01-12,719,63,5,11,339.69,83.67,44824.5
2064,2025-05-07,2690,75,6,12,371.84,42.59,25141.34
2084,2025-09-01,160,9,6,11,377.98,75.16,54240.77
2090,2025-01-14,342,9,7,11,123.7,8.67,20297.21
2099,2025-04-17,988,46,15,8,745.55,123.5,110518.77
2104,2026-01-27,1047,12,1,9,146.41,17.8,28453.06
2106,2026-10-02,2860,13,6,6,1825.33,221.52,238312.98
2108,2025-02-06,1176,35,14,12,1432.05,106.29,178029.64
2120,2025-04-29,1332,6,7,9,1058.23,98.47,133917.06
2135,2025-06-20,2059,34,15,1,700.67,170.58,22431.94
2147,2025-08-26,2672,71,5,6,936.41,202.41,62928.36
2153,2025-07-01,1177,69,9,2,1458.35,283.24,158384.3
2158,2025-07-15,124,63,13,1,393.23,69.54,23062.07
2162,2025-06-29,58,37,5,7,378.3,20.79,60366.6
2163,2026-01-29,1179,13,8,1,0.0,14.46,15257.58
2165,2025-08-13,577,36,3,1,980.87,95.14,189390.39
2167,2025-12-20,1593,45,2,7,1798.24,373.21,225173.61
2171,2025-05-25,14,36,15,7,787.02,43.71,24744.99
2174,2025-06-09,260,42,14,12,361.87,29.35,58973.74
2178,2026-01-21,1606,26,3,6,1767.92,275.06,172569.6
2180,2026-01-14,622,10,14,2,199.36,30.56,5062.46
2217,2026-01-02,2213,41,15,9,1793.35,191.21,96108.85
2219,2025-11-22,1326,16,12,11,1257.11,139.46,184977.92
2224,2025-02-19,936,3,6,10,928.55,106.07,52356.72
2241,2025-06-26,1703,24,12,9,452.09,67.51,71700.65
2258,2025-05-19,837,16,14,7,349.45,29.86,52713.97
2262,2025-07-05,2664,55,4,4,0.0,106.45,155694.78
2265,2025-10-13,913,75,3,2,1635.97,368.77,265256.79
2279,2025-01-11,1133,58,12,4,347.06,51.42,66930.23
2287,2025-10-20,524,12,6,8,1979.26,299.6,330699.45
2293,2026-02-08,490,68,11,7,321.06,54.71,33380.48
2302,2025-02-27,826,54,14,10,129.1,18.77,21092.15
2317,2025-11-25,2156,11,12,8,952.34,158.39,129671.99
2319,2025-10-15,2693,8,15,2,1277.83,106.43,56885.27
2321,2025-09-19,1522,16,2,12,173.27,39.05,32861.94
2346,2025-08-20,444,63,6,7,786.92,146.68,60136.83
2348,2025-03-10,1074,74,15,8,844.59,203.24,135392.32
2362,2025-06-07,189,44,5,7,607.06,91.95,47843.66
2376,2025-08-22,936,70,3,3,1279.93,262.3,34655.18
2394,2025-11-12,2198,66,15,10,1772.74,336.14,216414.91
2398,2025-05-31,1853,72,3,1,143.24,12.65,19956.82
2399,2025-03-08,2767,34,3,1,1899.59,254.37,163371.1
2401,2025-11-23,378,17,15,2,1688.28,382.08,88614.88
2415,2025-02-27,2783,73,12,8,1260.0,294.4,196370.23
2419,2025-05-17,510,14,3,2,1942.48,334.14,380806.14
2422,2025-11-19,2987,2,5,10,1477.78,276.9,233906.88
2427,2025-02-07,2063,72,10,1,890.16,205.9,73916.43
2428,2025-12-16,2020,11,7,2,936.47,196.81,93738.56
2436,2025-06-04,1320,32,6,12,587.42,75.3,109920.74
2438,2025-04-20,1749,68,3,7,174.42,32.89,25913.92
2442,2025-04-07,133,67,12,10,1813.44,352.18,80778.87
2447,2025-07-21,1191,23,9,8,1901.7,209.58,264422.79
2454,2025-07-14,710,52,7,8,234.44,24.42,22984.73
2479,2025-11-16,2841,42,3,7,103.97,19.83,4124.51
2489,2025-09-11,701,23,5,9,710.55,51.93,122182.66
2524,2025-01-12,1196,65,11,10,1085.23,105.2,98312.23
2532,2025-03-17,2980,78,5,12,835.32,66.24,154148.58
2536,2025-03-23,1947,54,6,11,891.99,122.73,21297.34
2556,2025-06-14,2812,41,6,4,144.84,26.48,3428.85
2563,2025-09-15,278,37,9,9,73.51,17.57,5893.39
2566,2025-01-05,816,59,7,1,1836.96,309.39,230589.2
2594,2025-05-11,364,75,2,9,154.45,34.89,5979.22
2596,2025-10-10,2436,30,11,12,188.51,17.87,27408.33
2604,2025-06-23,2854,59,14,2,95.46,6.77,10720.79
2606,2025-04-27,1214,35,8,8,1677.57,211.42,84394.47
2626,2025-07-22,67,56,12,12,-938.95,121.68,80664.16
2628,2025-12-21,984,52,12,6,1389.19,269.89,268604.66
2649,2026-01-22,1784,10,7,2,535.96,96.53,101355.06
2653,2025-03-19,388,68,2,12,785.13,113.57,21317.3
2661,2026-01-31,2046,41,2,2,1267.47,197.35,221361.08
2664,2025-11-03,906,23,3,8,841.1,159.82,45660.14
2679,2025-11-24,2683,74,14,5,1638.42,395.88,222861.58
2684,2025-10-24,761,30,12,11,602.16,125.06,64139.42
2689,2025-03-24,304,59,9,1,854.82,127.17,144444.19
2705,2025-09-27,1634,46,2,2,725.22,168.83,45553.17
2706,2025-07-02,1735,62,8,11,1604.73,285.5,86340.91
2719,2025-06-30,1713,60,14,9,1158.09,140.89,102340.05
2720,2025-04-24,660,76,3,9,619.06,52.46,30954.35
2721,2025-05-29,2999,22,10,6,781.99,68.8,121498.02
2731,2025-03-09,1890,36,12,9,628.25,148.04,89703.03
2732,2025-04-25,1292,29,7,1,867.01,130.12,164699.99
2746,2026-01-26,3512,11,11,2,942.99,53.94,46460.07
2784,2025-10-23,2284,32,2,12,236.17,46.36,18551.71
2790,2025-02-13,133,27,9,3,270.26,41.86,13827.22
2799,2026-01-25,2554,14,13,5,310.79,71.81,20989.57
2815,2025-08-19,2875,37,3,11,1243.49,268.43,36749.93
2816,2025-03-06,84,38,12,8,1111.09,201.79,182486.71
2817,2025-09-13,992,73,14,8,1547.64,94.77,53201.8
2834,2025-05-06,772,32,9,2,1513.63,301.16,294087.11
2836,2025-02-02,1064,28,7,5,888.0,145.35,131733.7
2848,2025-05-01,2867,1,14,10,612.78,151.28,39178.09
2858,2025-01-11,1789,79,1,5,527.01,122.78,66324.47
2873,2025-01-19,317,48,5,5,945.93,59.31,63378.72
2883,2025-02-01,2605,54,12,5,1707.28,86.13,87454.05
2892,2025-07-26,1146,22,12,5,1255.31,139.83,192757.23
2893,2025-07-22,2997,77,2,8,1314.17,113.54,130116.17
2923,2026-09-02,2154,8,2,9,1738.47,274.74,188575.07
2935,2025-02-16,886,5,2,10,475.88,97.58,85885.76
2951,2025-09-10,2608,24,10,8,252.54,16.05,35989.99
2954,2025-09-21,2667,15,14,1,694.14,158.53,118657.32
2970,2026-02-09,478,3,3,11,126.88,19.02,9651.76
2983,2025-06-13,2234,66,8,10,1973.9,174.9,331416.09
2988,2025-07-25,1265,44,1,11,1269.34,260.04,186105.97
2993,2025-02-22,2609,22,9,11,870.63,57.06,36166.3
3013,2025-11-30,2814,1,14,8,1635.03,218.75,34907.49
3015,2025-06-27,1102,17,4,2,1761.47,318.75,154801.55
3024,2025-08-22,2878,78,11,4,1729.5,323.65,307890.24
3025,2025-10-26,1632,36,9,5,890.9,192.14,116429.94
3035,2025-05-13,469,56,9,10,440.61,83.27,22122.16
3038,2025-09-08,309,47,8,8,502.75,37.5,53512.46
3039,2025-03-01,2157,36,4,10,1460.23,229.46,71219.65
3041,2025-12-03,2238,59,6,11,1095.55,100.53,156740.15
3044,2026-07-02,2629,8,2,6,1110.12,251.33,220062.76
3055,2025-01-05,2657,33,4,4,1216.53,249.0,39523.09
3060,2025-03-29,2286,15,14,7,138.3,27.71,25466.93
3072,2025-12-28,650,56,13,8,1140.17,184.02,108705.08
3078,2025-01-30,3881,63,3,10,549.83,56.84,29181.32
3089,2025-10-02,2408,58,13,12,1788.19,126.78,152728.27
3095,2025-08-11,126,14,7,11,253.22,22.65,33591.93
3100,2025-12-17,1070,36,15,3,1420.43,127.12,30257.1
3104,2025-06-07,705,63,3,12,1618.9,193.24,246799.01
3144,2025-04-13,1184,65,2,2,90.96,10.72,4021.66
3149,2025-04-01,1797,11,7,5,502.27,88.19,66148.2
3153,2025-03-09,502,8,13,5,836.84,42.64,110303.94
3168,2025-04-14,2772,30,15,1,1764.43,399.4,109922.8
3169,2025-08-24,95,79,10,12,604.83,101.46,107602.38
3172,2025-09-15,2431,38,2,7,1638.37,308.02,269334.53
3181,2025-06-01,2429,59,6,2,1387.89,301.61,176677.66
3194,2026-01-30,1627,9,4,6,718.52,137.45,14958.96
3206,2025-05-01,3681,64,4,3,294.8,16.54,21970.06
3211,2025-07-24,2870,50,11,11,1931.62,251.87,182800.81
3227,2025-07-22,349,63,3,9,1565.17,120.8,42629.09
3230,2025-09-10,1575,37,10,5,913.09,166.42,169237.74
3245,2026-11-01,2707,32,8,8,1773.94,356.93,308522.99
3246,2025-03-30,403,59,11,9,1146.67,263.95,124495.75
3250,2025-01-05,2118,77,9,6,144.71,33.77,8642.78
3253,2025-07-26,9,1,8,10,1788.41,404.32,329364.67
3254,2026-02-09,1265,74,13,10,1005.55,222.36,79512.51
3263,2025-02-12,2976,40,1,12,698.33,49.03,129696.61
3276,2025-06-09,457,26,15,1,694.25,35.24,47350.12
3280,2025-06-28,2702,24,7,5,537.04,126.23,76443.75
3303,2025-08-01,2403,72,11,4,396.6,93.07,65779.47
3307,2025-06-29,616,26,5,11,1659.56,184.12,69667.42
3314,2025-05-09,1379,70,15,4,232.09,43.37,22550.06
3331,2025-05-03,1047,11,4,6,1249.63,187.38,35164.44
3336,2025-11-25,2402,67,5,9,328.65,63.36,15169.59
3347,2025-02-03,1613,48,6,10,174.85,11.17,33299.97
3359,2025-04-27,1138,11,9,2,360.53,25.17,58258.26
3370,2025-01-30,1305,12,6,7,449.23,685.46,19027.69
3375,2025-04-07,1893,17,5,2,1316.81,184.69,165726.18
3388,2026-02-19,827,8,1,7,957.42,163.24,136626.75
3399,2025-02-14,1629,7,7,12,178.28,31.86,12754.11
3413,2025-01-17,194,11,14,8,0.0,19.72,10117.16
3420,2025-04-12,1710,15,11,8,378.71,77.36,29114.54
3430,2026-09-01,2336,6,12,9,1129.75,197.3,213747.99
3439,2025-10-16,2112,7,7,7,848.06,96.56,57496.57
3443,2026-02-05,1745,20,1,7,1791.71,211.84,193915.09
3445,2025-06-24,1843,80,8,8,1313.8,166.33,226301.76
3451,2025-01-16,2597,4,5,6,237.9,39.79,43947.62
3455,2026-01-20,1019,26,5,7,1728.53,111.6,180166.21
3462,2026-02-05,726,36,4,8,293.88,55.46,56748.36
3485,2025-09-13,1658,13,11,3,1193.73,90.68,126556.37
3532,2025-07-06,2526,3,1,7,838.68,111.26,162812.34
3534,2025-12-10,1590,60,15,10,1317.88,108.06,29069.58
3539,2025-03-21,215,13,4,4,384.01,47.27,60909.58
3549,2025-11-14,322,18,6,8,494.38,87.53,25003.36
3550,2025-06-19,513,46,7,12,968.27,114.81,164845.3
3570,2025-05-07,2608,49,2,11,1195.87,69.51,36205.37
3576,2025-06-24,2030,18,11,5,532.62,55.27,34904.97
3580,2026-02-05,2983,16,2,9,624.24,130.01,57020.38
3581,2025-09-05,3525,1,3,12,1851.8,251.75,307219.75
3593,2025-09-28,3780,8,8,7,840.56,84.0,155621.16
3596,2025-11-01,1848,53,5,5,453.71,30.69,22638.39
3608,2025-08-14,1854,29,10,12,679.76,72.65,71840.27
3623,2025-06-29,1089,29,2,7,-1648.51,296.86,238038.36
3638,2025-04-19,160,67,10,7,1751.43,372.98,114154.81
3658,2025-10-03,628,31,3,11,0.0,126.13,313310.72
3665,2025-08-16,1310,12,7,5,542.01,120.64,62684.5
3672,2025-02-16,2608,59,4,11,910.19,128.84,168395.41
3674,2025-10-08,2140,64,1,12,318.25,20.17,57310.63
3683,2025-01-29,1173,56,14,11,1488.25,355.16,167488.32
3687,2025-09-17,1842,14,8,11,823.87,130.81,147838.51
3688,2025-04-27,1145,61,14,2,1848.55,193.76,74946.96
3701,2025-03-29,813,73,12,5,634.82,139.63,73282.39
3708,2025-12-02,2404,65,10,4,391.31,22.85,50060.75
3716,2025-09-30,2735,25,9,11,1308.93,152.72,69947.23
3717,2025-03-30,1161,37,1,2,259.02,52.38,14224.76
3741,2026-01-30,828,69,9,6,834.63,155.42,155795.48
3759,2025-10-24,1468,19,15,2,599.07,76.88,99917.69
3763,2025-12-13,114,49,2,11,938.8,147.66,121799.37
3773,2026-12-02,1840,20,12,12,67.7,3.93,10163.05
3788,2025-04-09,2640,51,15,11,970.99,237.43,172705.92
3790,2025-03-23,673,18,6,5,637.52,146.91,87363.25
3806,2026-01-13,311,49,7,6,160.1,36.9,31360.65
3811,2026-02-20,1209,52,4,6,1094.65,82.72,176500.7
3821,2025-12-18,2217,50,14,12,726.25,38.91,124016.12
3824,2025-01-19,2042,50,4,9,809.67,142.44,90630.92
3825,2025-11-20,2025,65,1,6,656.07,90.8,124228.49
3827,2026-01-24,744,19,1,9,1278.57,87.31,182729.7
3838,2026-02-04,453,57,8,6,966.22,213.68,164970.33
3855,2025-05-21,1070,35,11,5,50.86,7.2,2204.66
3870,2025-12-18,1166,1,4,7,400.59,70.29,36120.56
3875,2025-10-03,1343,2,15,5,1969.31,416.27,342612.29
3878,2025-02-24,2030,15,11,2,675.03,54.19,28465.02
3896,2025-07-21,2788,52,7,5,433.39,58.38,23811.29
3897,2025-10-09,1212,66,2,8,943.48,208.88,75391.66
3898,2025-09-05,987,36,12,8,618.38,53.87,20572.35
